"",ticker,名称,注册地,成立日期,行业,员工人数,公司介绍,港股通,市值(港元),股息率TTM(%),PE,PB
780,01020,中细软科技控股有限公司,Cayman Islands 开曼群岛（英属）,2010-02-04,软件服务,42.0,"中细软科技控股有限公司,前身为华耐控股有限公司,2017年5月31日正式更名为赛伯乐国际控股有限公司,为赛伯乐投资集团旗下公司。\n赛伯乐集团的公司主席及执行董事朱敏先生,被誉为中国留学生矽谷创业第一人,分别先后为Future Labs和WebEx的共同创办人、中国著名私募股权创投基金赛伯乐投资的创始人兼董事长。作为中国私募股权基金的领导者之一,赛伯乐投资目前在全球拥有150位在各领域有突出成就的合伙人,管理资金规模超千亿,旨在通过科技、资本和国际化手段,为具有强大整合潜力和平台价值的新兴产业发展提供综合服务。 凭藉赛伯乐集团在国内丰富的资源,未来将进一步壮大公司业务,竭诚为股东实现最大化的利益回报。",False,2.488439e+09,NaN,-47.633981,44.745880
781,01022,飞鱼科技国际有限公司,Cayman Islands 开曼群岛（英属）,2014-03-06,软件服务,450.0,"飞鱼科技国际有限公司注册成立于2014年3月。本集团历史可追溯至2009年1月于中国福建省厦门市成立本公司首个中国经营实体厦门光环信息科技有限公司,并开始从事网络游戏开发业务,该公司亦为其他中国经营实体的控股公司。该公司是一家从事游戏开发和运营的高新技术企业。公司由一群热爱游戏的有志之士组成。公司成立以来,本着“简单有趣”的企业理念,致力于手机游戏、网页游戏的研发与运营。2013年12月,本集团收购了塔防休闲手机游戏系列保卫萝卜开发商凯罗天下100%的股权。并于2014年正式成立飞鱼科技国际有限公司。目前集团已拥有多个专业的游戏开发团队。截至2014年6月30日,公司的总员工数达到255人,其中75.3%为研发人员。集团已成功开发数个具有良好口碑的游戏,并就产品及服务的质量及受欢迎程度获得多项奖项及认可。除了国内市场,公司多款游戏也在海外市场如香港、澳门、台湾、南韩及越南等市场成功发布。公司未来将把发展重点放在手机游戏的开发与运营。",False,1.119643e+09,NaN,66.361956,1.941246
782,01023,时代集团控股有限公司,Cayman Islands 开曼群岛（英属）,2008-02-21,纺织及服饰,5000.0,"时代集团控股有限公司为大型奢侈手袋及小皮具外判制造商。根据Frost & Sullivan,以收益计,本公司於2010年拥有全球最大市场份额,在奢侈品牌手袋及小皮具外判制造市场占约5%的份额。本公司主要业务为代国际领先的高档及奢侈品牌,及高档旅行品牌开发及制造手袋、小皮具及旅行用品,本公司亦为美国著名大型百货连锁店设计、研究、开发及制造私家品牌手袋及小皮具。\n为延续已经营超过30年、历史悠久的业务,本公司於2011年2月推出「TUSCAN'S」品牌手袋及小皮具。此高档品牌源自意大利,於2011年上半年已在中国广州开设两家零售店。现时本公司已於中国多个城市及香港拥有多家独立零售店及百货店专柜。",False,5.116779e+08,11.320755,-2.873400,0.325758
783,01024,快手科技,Cayman Islands 开曼群岛（英属）,2014-02-11,媒体及娱乐,24718.0,"快手科技是全球领先的内容社区和社交平台。本公司相信每个人都是独特的个体,每个人都各有所长,各有所需。本公司相信交流和互动可以创造价值。本公司持续改进生产工具和服务,让人们更便捷地记录和分享生活、呈现和发挥所长;本公司也提供更好的发现机制,让人们更高效地找到喜欢的创作者,以及他们创造的内容、商品和服务。本公司希望和所有价值创造者一起努力,为人们提供更丰富的选择。根据艾瑞谘询,截至2020年6月30日止六个月,全球范围内,本公司是以虚拟礼物打赏流水及直播平均月付费用户计最大的直播平台;以平均日活跃用户数计第二大的短视频平台;以及以商品交易总额计第二大的直播电商平台。",True,2.977019e+11,0.672515,15.988281,3.642644
784,01025,嘉艺控股有限公司,Cayman Islands 开曼群岛（英属）,2016-07-05,纺织及服饰,90.0,"嘉艺控股有限公司多年来致力向客户提供一站式解决方案及高品质的产品,已建立品牌声誉及取得客户的认同及信赖,令公司可于中国维持伴娘裙制造商的领导地位。公司已成为若干伴娘裙客户的独家供应商,见证客户对本公司的信赖。本公司主要向美国时装品牌销售产品,其中包括伴娘裙、婚纱及特别场合服。除为客户制造产品外,公司致力成为客户业务营运的重要一环,本公司同时提供多元化增值服务,包括潮流走势分析、产品设计及开发、原材料采购、设计及开发、生产、品质保证及存货管理等。本公司积极为客户提供创新设计及挑选物料的意见,并应用本公司多年来累积的丰富行业知识及市场情报,与客户共同开发产品。本公司相信,公司与客户的合作及就整个供应链为彼等提供意见的能力可增加客户的信赖,使本公司在其他竞争对手中脱颖而出。本公司于位处中国东莞市虎门镇的生产设施制造产品。视乎产品及生产设施的产能而定,公司将产品的部分生产程序外判予第三方分包商,以补足有限产能,从而应付客户对公司产品的需求日增。由于产品质素对本公司而言至关重要,公司于各生产程序实施严格的品质控制措施,以确保原材料、半制成品及制成品在各方面均符合本公司的品质标准。",False,1.051355e+08,NaN,-3.193280,2.119967
785,01026,环球实业科技控股有限公司,Cayman Islands 开曼群岛（英属）,2001-03-27,公用事业,412.0,"环球实业科技控股有限公司(以下简称:集团),于2001年10月26日在香港联交所成功挂牌上市(股份代号:1026)。集团目前主要从事投资控股、物业投资及发展、物业管理及自来水供应及相关服务,已经形成拥有数十家子公司的集团企业。集团以中国为营运总部,香港为战略及海外业务中心。",False,6.119430e+08,NaN,-8.852445,NaN
786,01027,亚洲策略数字科技控股有限公司,Cayman Islands 开曼群岛（英属）,2014-06-12,家庭电器及用品,593.0,"亚洲策略数字科技控股有限公司是高端POE及尼龙伞生产商,公司优质POE及尼龙伞之供应已获得世界各地认可,尤其是日本顾客所认可。公司实行价值链一体化,结合在生产流程中的原材料配件,公司组装其塑料伞的主要部分配件。工厂的地理位置优越,位于福建省晋江市,在产能方面能满足海内外市场之需求。",False,1.010748e+09,NaN,48.005658,3.725753
787,01028,千百度国际控股有限公司,Bermuda 百慕大,2002-04-26,纺织及服饰,3999.0,"千百度国际控股有限公司(「千百度」或「公司」连同附属公司「集团」,股份代号:1028)为领先的国际综合零售商及中国中高档女士商务及休闲鞋履的领先零售商,以多样化设计在中国从事中高档女鞋的生产及销售。公司于2011年9月23日于香港联合交易所主板上市。  集团拥有「千百度」、「伊伴」、「米奥」、「natursun」、「百吉利·米西卡」(BADGLEY MISCHKA)等自有品牌,主要透过在中国一二三线城市的百货公司零售店铺及独立零售店铺出售自有品牌产品及特许品牌产品,同时以OEM或ODM的方式为国际鞋业公司生产产品出口海外。  「千百度」为集团第一个自主开发的品牌,于1995年在市场推出,目前是中国中高档女鞋市场的领军品牌之一。于2013年2月,集团收购国际知名时尚品牌「BADGLEY MISCHKA」及「MARK&JAMES」的商标。于2016年12月,集团在中国推出「百吉利·米西卡」(BADGLEY MISCHKA)女鞋品牌。 集团作为拥有多个品牌的行业领先者,零售网络发达,范围广阔。集团运营两个分别位于东莞和睢宁的生产设施以及一个位于佛山的研发中心。集团透过完善的垂直整合业务模式,管理包括设计与开发、外包、制造、市场推广、分销及销售产品在内的所有主要营运链,从而快速应对市场需求。",False,1.669908e+09,NaN,-10.371165,1.484095
788,01029,铁江现货有限公司,中国香港特别行政区,2010-06-04,一般金属及矿石,1616.0,"铁江现货有限公司为一家大宗工业商品的垂直综合生产商。公司勘探、开发及营运位于俄罗斯远东及中国东北的矿区。随后,公司会选矿、运送及推销产品,售往本地及国际市场。公司提供中国及全球发展所需的优质大宗工业商品。公司的主要产品是用以炼钢的铁矿石,由于中国城市化的进程,使之成为中国经济的支柱。公司亦生产钛铁矿,其为制造钛之原料。",False,1.130985e+09,NaN,-1.321076,0.669896
789,01030,新城发展控股有限公司,Cayman Islands 开曼群岛（英属）,2010-04-23,地产,19473.0,"新城发展控股有限公司(01030.HK)是一家专注于幸福生活构建的产业投资运营集团,业务涵盖住宅开发、商业开发、商业运营管理、社区零售、新能源以及相关企业股权投资和资产管理,并已进入中国香港、美国加州、德州等地区,旨在为新城用户提供全生命周期的多种生活服务方案,践行“让幸福变得简单”的企业使命。",True,1.736034e+10,NaN,72.987786,0.337144
790,01033,中石化石油工程技术服务股份有限公司,中国,1994-11-21,石油及天然气,58000.0,"中石化石油工程技术服务股份有限公司(简称SSC)是中国石化集团公司控股的中国大型的综合油气工程与技术服务专业公司。拥有超过60年的经营业绩和丰富的项目执行经验,是中国一体化全产业链油服领先者。2012年6月28日,中国石化集团公司实施石油工程专业化整合重组,将胜利油田、中原油田、江汉油田、江苏油田、河南油田、华北石油局、西南石油局、华东石油局8家油田企业的石油工程业务整体剥离,与集团公司总部石油工程管理部及国际石油工程公司、上海海洋石油局整合,成立中石化石油工程技术服务有限公司。2014年,公司利用仪征化纤上市平台在上海、香港两地同步上市。股票代码SH600871,HK1033,简称石化油服。公司有地球物理、钻井工程、测录井、井下特种作业和工程建设五大业务板块,涵盖了从勘探、钻井、完井、油气生产、油气集输到弃井的全产业链过程。公司拥有丰富的经验、先进的装备和雄厚的研发实力,在页岩气、致密油气田、高含硫气田、超深油气田及老油田综合服务领域积累了丰富的作业经验,公司为中国首个页岩气商业开发项目-涪陵页岩气项目,提供了钻井、压裂、测试的全过程工程服务。公司致力于建设成为世界级的综合型国际石油工程技术服务提供商,凭借良好的服务质量、差异化的市场定位和成本优势,建立起了一个多元化的国内外客户群,先后在中国20多个省开展了油气工程作业,海外30多个国家执行油田技术服务项目,已成为沙特、科威特和厄瓜多尔国家石油公司市场有重要影响力的石油工程技术服务承包商。",True,1.781962e+10,NaN,27.278597,1.704195
